District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 04,"Gonzales-Gutierrez, Serena",6.25,9/15/21 0:00,Metropolis Coffee,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",7.24,9/15/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",12.21,9/17/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",201,9/20/21 0:00,Usps,Denver,CO,80212,Fundraising Expenses,
House District 04,"Gonzales-Gutierrez, Serena",12.26,9/24/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,12/1/20 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",50,12/2/20 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Filing Late Fee
House District 04,"Gonzales-Gutierrez, Serena",4000,12/7/20 0:00,Chela  Garcia Irlando,Denver,CO,80219,Employee Services,
House District 04,"Gonzales-Gutierrez, Serena",2000,12/7/20 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Party Fee
House District 04,"Gonzales-Gutierrez, Serena",2040.82,12/8/20 0:00,Colorado Gives Day,Arvada,CO,80003,Contributions,Contribution Gifts To Various Nonporfit Organizations
House District 04,"Gonzales-Gutierrez, Serena",28.5,12/17/20 0:00,La Casita,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",73.36,1/3/22 0:00,Microsoft,Redmond,WA,98052,Office Equipment & Supplies,
House District 04,"Gonzales-Gutierrez, Serena",6,1/3/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",10.37,1/5/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",33.54,1/6/22 0:00,Modern Market,Denver,CO,80202,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",163.11,1/12/22 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
House District 04,"Gonzales-Gutierrez, Serena",13.7,1/21/22 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,2/1/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",12.91,2/3/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",1020.41,2/7/22 0:00,Cllaro,Denver,CO,80217,Contributions,Non Profit Contribution
House District 04,"Gonzales-Gutierrez, Serena",154.94,2/7/22 0:00,Colorado Democratic Latino Caucus,Denver,CO,80222,Contributions,Non Profit
House District 04,"Gonzales-Gutierrez, Serena",24.91,2/15/22 0:00,Modern Market,Denver,CO,80202,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,3/2/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",15,3/3/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",8.86,3/8/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",15.49,3/16/22 0:00,Great Wall Chinese,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",39.77,3/17/22 0:00,City Of Make Believe Bakery,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",48.5,3/18/22 0:00,El Noa Noa,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",78.34,3/21/22 0:00,Fedex,Denver,CO,80202,Other,Printing
House District 04,"Gonzales-Gutierrez, Serena",11,3/24/22 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",13.99,3/24/22 0:00,On And Off,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",8.32,3/24/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",9.29,3/30/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",75.18,3/31/22 0:00,Actblue Technical Services,Lafayette,CO,80026,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",6,4/1/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",34.08,4/11/22 0:00,Steubens,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",61.43,4/11/22 0:00,City Of Make Believe Bakery,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",14.96,4/14/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",12.69,4/20/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,10/1/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",45.57,10/4/21 0:00,Snooze,Denver,CO,80202,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",17.5,10/5/21 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",38.88,10/5/21 0:00,El Aguascalientes,Wheat Ridge,CO,80033,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",29.7,10/6/21 0:00,Safeway,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",11.23,10/12/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",43.45,10/12/21 0:00,The Universal,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",7.99,10/28/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",13.58,11/1/21 0:00,Yahya Grill,Denver,CO,80206,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",150,11/1/21 0:00,Marianne  Shiple,Boulder,CO,80304,Employee Services,
House District 04,"Gonzales-Gutierrez, Serena",6,11/1/21 0:00,First Bank Of Colorado,Denver,CO,80212,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",15.37,11/4/21 0:00,Make Believe Bakery,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",7.99,11/9/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",4.24,11/12/21 0:00,Bookbar,Denver,CO,80212,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",290,11/17/21 0:00,House Democratic Majority Fund: Democratic,Denver,CO,80218,Other,Caucus Fee
House District 04,"Gonzales-Gutierrez, Serena",6,12/1/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",25,12/6/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",250,12/6/21 0:00,Lisette  Zamora,Henderson,CO,80640,Consultant & Professional Services,
House District 04,"Gonzales-Gutierrez, Serena",161.39,12/7/21 0:00,Pat  Lombardi,Lafayette,CO,80026,Consultant & Professional Services,
House District 04,"Gonzales-Gutierrez, Serena",50,12/9/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Penalty
House District 04,"Gonzales-Gutierrez, Serena",11.83,12/14/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",10.48,12/17/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",39.02,12/31/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
House District 04,"Daus, Jack",,,,,,,,
House District 05,"Brekke, Troy",,,,,,,,
House District 05,"Valdez, Alex",12.52,1/2/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",100,1/5/21 0:00,Colorado Democratic Latino,Denver,CO,80222,Contributions,
House District 05,"Valdez, Alex",92,1/5/21 0:00,Us Postal Service,Denver,CO,80211,Office Equipment & Supplies,Usps Post Office Box 11752
House District 05,"Valdez, Alex",301.77,1/12/21 0:00,Edie  Hooten,Denver,CO,80203,Consultant & Professional Services,Pizza For Caucus
House District 05,"Valdez, Alex",267.5,1/14/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",1197.09,1/19/21 0:00,Costco,Denver,CO,80223,Office Equipment & Supplies,Staff Computer
House District 05,"Valdez, Alex",1500,1/20/21 0:00,Cllaro,Denver,CO,80239,Consultant & Professional Services,Cllaro Fellow
House District 05,"Valdez, Alex",2,1/29/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,Fees For Debit Card
House District 05,"Valdez, Alex",12.58,2/3/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",800,2/4/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",50,2/15/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Payment To Sos 2021-E000059
House District 05,"Valdez, Alex",2,2/26/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,
House District 05,"Valdez, Alex",12.58,3/3/21 0:00,Google Inc,"Mountain View,",CA,94043,Bank Fees,
House District 05,"Valdez, Alex",800,3/8/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,3/31/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,Debit Card Fees
House District 05,"Valdez, Alex",12.58,4/5/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",800,4/19/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,4/30/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,
House District 05,"Valdez, Alex",12.58,5/7/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",800,5/7/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",200,5/10/21 0:00,The Center On Colfax,Denver,CO,80218,Other,Donation
House District 05,"Valdez, Alex",2,5/28/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,Bank Fees
House District 05,"Valdez, Alex",500,5/28/21 0:00,George  Winfrey,Denver,CO,80202,Consultant & Professional Services,Intern
House District 05,"Valdez, Alex",12.58,6/2/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",800,6/17/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,6/30/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,Bank Fees
House District 05,"Valdez, Alex",12.58,7/2/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",51.25,7/19/21 0:00,National Caucus For Environmental Legislators,Washington,D.,20007,Other,Dues
House District 05,"Valdez, Alex",800,7/22/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,7/30/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,
House District 05,"Valdez, Alex",12.58,8/2/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",100,8/5/21 0:00,Alexa  Barratt,Denver,CO,80212,Consultant & Professional Services,
House District 05,"Valdez, Alex",10,8/11/21 0:00,Democratic Party Of Denver,Denver,CO,80209,Other,Event Fee
House District 05,"Valdez, Alex",1000,8/20/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,8/31/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,
House District 05,"Valdez, Alex",12.58,9/3/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",1000,9/8/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,9/30/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,
House District 05,"Valdez, Alex",5,9/30/21 0:00,Us Postal Service,Denver,CO,80211,Consultant & Professional Services,
House District 05,"Valdez, Alex",12.52,12/1/20 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",865.15,12/9/20 0:00,House Democratic Majority Fund,Denver,CO,80218,Consultant & Professional Services,Campaign Mail
House District 05,"Valdez, Alex",1500,12/10/20 0:00,Alexa  Barratt,Denver,CO,80212,Consultant & Professional Services,
House District 05,"Valdez, Alex",100,12/10/20 0:00,Democratic Party Of Denver,Denver,CO,80209,Other,Fees And Dues
House District 05,"Valdez, Alex",2000,12/10/20 0:00,Colorado Democratic Party Political Committee,Denver,CO,80203,Other,Caucus Dues For 2021 And 2022
House District 05,"Valdez, Alex",101.87,12/15/20 0:00,Costco,Denver,CO,80223,Office Equipment & Supplies,Paper
House District 05,"Valdez, Alex",95.69,12/15/20 0:00,Target.Com,Minneapolis,MN,55403,Office Equipment & Supplies,
House District 05,"Valdez, Alex",2,12/31/20 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,Debit Card Fees
House District 05,"Valdez, Alex",-1000,9/8/21 0:00,Isabel  Baird,Denver,CO,80209,Consultant & Professional Services,Offset Due To Deletion Of Filed Item
House District 05,"Valdez, Alex",12.58,10/4/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,10/29/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,
House District 05,"Valdez, Alex",12.58,11/2/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",200,11/2/21 0:00,Alexa  Barratt,Denver,CO,80212,Consultant & Professional Services,
House District 05,"Valdez, Alex",12.58,12/1/21 0:00,Google Inc,"Mountain View,",CA,94043,Consultant & Professional Services,
House District 05,"Valdez, Alex",290,12/1/21 0:00,Colorado Democratic Party Political Committee,Denver,CO,80203,Contributions,
House District 05,"Valdez, Alex",1500,12/7/21 0:00,Colorado Democratic Party: Support Colo Democratic Candidates,Denver,CO,80203,Contributions,
House District 05,"Valdez, Alex",1000,12/28/21 0:00,Cllaro,Denver,CO,80239,Consultant & Professional Services,
House District 05,"Valdez, Alex",2,12/31/21 0:00,First Bank,"Lakewood,",CO,80215,Bank Fees,
House District 05,"Johnson, Johnnie",,,,,,,,
House District 06,"Howell, Donald",,,,,,,,
House District 06,"Epps, Elisabeth",186.71,11/17/21 0:00,Phone.Com,Poway,CA,92064,Telephone,Fee For Phone Service
House District 06,"Epps, Elisabeth",107.91,11/17/21 0:00,Dreamhost.Com,Brea,CA,92821,Other,Fee For Web Service
House District 06,"Epps, Elisabeth",99,11/17/21 0:00,Godaddy.Com,Scottsdale,AZ,85260,Other,Fee For Web Service
House District 06,"Epps, Elisabeth",226.39,11/19/21 0:00,Squarespace.Com,New York,NY,10014,Other,Fee For Web Service
House District 06,"Epps, Elisabeth",188,11/19/21 0:00,Usps,Denver,CO,80206,Other,Fee For Mailing Service
House District 06,"Epps, Elisabeth",1281.12,12/5/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Fee For Web Service
House District 06,"Epps, Elisabeth",4000,12/10/21 0:00,Perdeep  Badhesha,Denver,CO,80231,Consultant & Professional Services,Fee For Consultation Services
House District 06,"Epps, Elisabeth",400.46,12/12/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Fee For Online Donor Management Service
House District 06,"Epps, Elisabeth",1375,12/14/21 0:00,Jessie  Broom,Denver,CO,80204,Consultant & Professional Services,Fee For Design Services
House District 06,"Epps, Elisabeth",73.55,12/16/21 0:00,"Name Badges, Inc.",Cooper City,FL,33330,Office Equipment & Supplies,Campaign Supplies
House District 06,"Epps, Elisabeth",86.4,12/18/21 0:00,Usps,Denver,CO,80206,Office Equipment & Supplies,Campaign Supplies
House District 06,"Epps, Elisabeth",28.42,12/18/21 0:00,Phone.Com,Poway,CA,92064,Telephone,Fee For Phone Service
House District 06,"Epps, Elisabeth",120.85,12/19/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Fee For Online Donor Management Service
House District 06,"Epps, Elisabeth",16.3,12/20/21 0:00,Zoom,San Jose,CA,95113,Other,Fee For Video Conference Service
House District 06,"Epps, Elisabeth",250,12/20/21 0:00,Colorado Democratic Party Political Committee,Denver,CO,80203,Other,Fee For Access To Van
House District 06,"Epps, Elisabeth",78.56,12/20/21 0:00,C&D Printing,Denver,CO,80212,Office Equipment & Supplies,Campaign Supplies
House District 06,"Epps, Elisabeth",150,12/23/21 0:00,Mobilize.Us,New York,NY,10003,Other,Fee For Online Volunteer Management Service
House District 06,"Epps, Elisabeth",19.17,12/25/21 0:00,Godaddy.Com,Scottsdale,AZ,85260,Other,Fee For Web Service
House District 06,"Epps, Elisabeth",156.58,12/26/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Fee For Online Donor Management Service
House District 06,"Epps, Elisabeth",17.27,12/28/21 0:00,Office Max,Denver,CO,80209,Office Equipment & Supplies,Campaign Supplies
House District 06,"Epps, Elisabeth",105.39,12/28/21 0:00,Cosmos Pizza,Denver,CO,80203,"Food, Beverages and Meals",Food For Campaign Event
House District 06,"Epps, Elisabeth",260.83,12/30/21 0:00,C&D Printing,Denver,CO,80212,Office Equipment & Supplies,Campaign Supplies
House District 06,"Epps, Elisabeth",659.64,12/31/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Fee For Online Donor Management Service
House District 06,"March, Katie",113.19,11/4/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 06,"March, Katie",13.42,11/4/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 06,"March, Katie",16.3,11/4/21 0:00,Zoom,Denver,CO,80237,Office Equipment & Supplies,
House District 06,"March, Katie",20.95,11/4/21 0:00,Godaddy,Scottsdale,AZ,85260,Office Equipment & Supplies,
House District 06,"March, Katie",226.39,11/4/21 0:00,Squarespace,New York,NY,10014,Consultant & Professional Services,
House District 06,"March, Katie",76.13,11/4/21 0:00,Amazon,Seattle,WA,98109,Consultant & Professional Services,
House District 06,"March, Katie",6.27,11/5/21 0:00,Copper Door Coffee,Denver,CO,80206,"Food, Beverages and Meals",
House District 06,"March, Katie",250,11/6/21 0:00,Colorado Democratic Party,Denver,CO,80203,Consultant & Professional Services,Votebuilder Access
House District 06,"March, Katie",50.33,11/18/21 0:00,All Union Printing,Dover,DE,19901,Office Equipment & Supplies,
House District 06,"March, Katie",8.9,11/18/21 0:00,City Bakery,Denver,CO,80203,"Food, Beverages and Meals",
House District 06,"March, Katie",11.99,11/18/21 0:00,Dropbox,San Francisco,CA,94107,Consultant & Professional Services,
House District 06,"March, Katie",500,11/22/21 0:00,Numero,Irvine,CA,92618,Fundraising Expenses,
House District 06,"March, Katie",254.52,11/24/21 0:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,
House District 06,"March, Katie",2103.3,11/26/21 0:00,Egan Printing,Denver,CO,80203,Consultant & Professional Services,
House District 06,"March, Katie",500,12/1/21 0:00,Numero,Irvine,CA,92618,Fundraising Expenses,
House District 06,"March, Katie",13.44,12/1/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
