committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Griswold Leadership Pac,Political Committee,3350,1/24/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Cheripac,Political Committee,91.67,1/25/21 0:00,T Mobile,Arvada,CO,80002,Telephone,Cell Phone
Citizens For Homeownership (Cfh),Small Donor Committee,1.4,1/25/21 0:00,Paypal,San Jose,CO,95131,Bank Fees,
Colorado Mortgage Lenders Political Action Committee (Cmlpac),Political Committee,11.3,1/25/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,
Colorado Republican Committee,Political Party Committee,100,1/25/21 0:00,Colorado Women'S Alliance,Lafayette,CO,80026,Contributions,Donation
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,0.88,1/25/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,
Comcast Corporation & Nbcuniversal Political Action Committee - Federal,Political Committee,-400,1/25/21 0:00,Committee To Elect Daneya Esgar,Pueblo,CO,81004,Returned Expenditure,$200 For 2020 Primary & $200 For 2020 General
Comcast Corporation & Nbcuniversal Political Action Committee - Federal,Political Committee,-200,1/25/21 0:00,Committee To Elect Ron Hanks To Hd60,Redacted By Sos,CO,80000,Returned Expenditure,2020 Primary Contribution
Comcast Corporation & Nbcuniversal Political Action Committee - Federal,Political Committee,-400,1/25/21 0:00,Sonya For Colorado,Lafayette,CT,80026,Returned Expenditure,$200 For 2020 Primary & $200 For 2020 General
Jeni Arndt Leadership Fund,Political Committee,1000,1/25/21 0:00,Dave Young For Colorado,Greeley,CO,80631,Contributions,
Kc Becker Leadership Fund,Political Committee,625,1/25/21 0:00,Jena Griswold For Colorado,Redacted,CO,0,Contributions,
Libertarian Party Of Colorado (Lpco),Political Party Committee,13.21,1/25/21 0:00,Line2,San Francisco,CA,94111,Telephone,
Colorado Democratic Party,Political Party Committee,1.99,1/26/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software License Fees
Fenberg Leadership Fund,Political Committee,2,1/26/21 0:00,,,,,Other,Parking
Hansen Leadership Fund,Political Committee,500,1/26/21 0:00,Jena  Griswold,Redacted,CO,0,Contributions,
Highlands Ranch Republican Leadership Pac (Hrgop-Pac),Political Committee,300,1/26/21 0:00,Vault Information Services,Highlands Ranch,CO,80126,Consultant & Professional Services,
Highlands Ranch Republican Leadership Pac (Hrgop-Pac),Political Committee,600,1/26/21 0:00,Colorado House Republican Caucus,Denver,CO,80230,Other,Caucus Dues
Pipefitters Local 208 Political Education Committee,Small Donor Committee,2500,1/26/21 0:00,Colorado Democratic Party Political Committee,Denver,CO,80203,Contributions,Colorado Democratic Party- 2021 Obama Dinner
Rural Leadership Political Action Committee,Political Committee,500,1/26/21 0:00,"Strategic Compliance, Llc",Denver,CO,80205,Consultant & Professional Services,Compliance And Reimbursement For State Filing Fee
American Constitution Party Of Colorado,Political Party Committee,50,1/27/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Late Fee
Colorado Democratic Party,Political Party Committee,66.85,1/27/21 0:00,Adp,La Palma,CA,90623,Employee Services,Payroll Service Fees
Colorado Democratic Party,Political Party Committee,84.7,1/27/21 0:00,Adp,La Palma,CA,90623,Employee Services,Payroll Service Fees
Colorado Democratic Party,Political Party Committee,2500,1/27/21 0:00,"Irn, Inc.",Grand Rapids,MI,49512,Office Equipment & Supplies,Subscription
Gray For Colorado Leadership Fund,Political Committee,2,1/27/21 0:00,First Bank,Broomfield,CO,80020,Bank Fees,
Green Party Of Colorado,Political Party Committee,89,1/27/21 0:00,Nationbuilder,Los Angeles,CA,90013,Fundraising Expenses,
Jessie Pac,Political Committee,100,1/27/21 0:00,Jefferson County Democratic Party,Lakewood,CO,80215,Contributions,Jdli
Libertarian Party Of Colorado (Lpco),Political Party Committee,90,1/27/21 0:00,Mike  Spalding,Littleton,CO,80127,Advertising,2Nd Call To Convention Newspaper Ad
Vail Resorts Employee Political Action Committee,Political Committee,400,1/27/21 0:00,Hansen For Colorado,Denver,CO,80220,Contributions,
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,0.97,1/28/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,
Denver Republican Women Political Committee,Political Committee,101.99,1/28/21 0:00,,,,,Other,Move Funds From Campaign Contribution Account To Operating Checking Account To Restore Minimum Account Balance.
The Home Depot Inc. Political Action Committee,Political Committee,-625,1/28/21 0:00,Fenberg Leadership Fund,Boulder,CO,80302,Returned Expenditure,Void Of 9/24/2020 Contribution
The Home Depot Inc. Political Action Committee,Political Committee,-200,1/28/21 0:00,Gray For Colorado,Broomfield,CO,80020,Returned Expenditure,Void Of 9/24/2020 Contribution
The Home Depot Inc. Political Action Committee,Political Committee,-200,1/28/21 0:00,Gray For Colorado,Broomfield,CO,80020,Returned Expenditure,Void Of 9/24/2020 Contribution
Valdez For Colorado Rainbow Fund,Political Committee,2,1/28/21 0:00,First Bank,Lakewood,CO,80215,Bank Fees,
Caterpillar Inc. Political Action Committee (Catpac),Political Committee,-400,1/29/21 0:00,Patrick For Colorado,Castle Rock,CO,80104,Returned Expenditure,Voided Check.
Caterpillar Inc. Political Action Committee (Catpac),Political Committee,-400,1/29/21 0:00,Fenberg For Senate,Boulder,CO,80302,Returned Expenditure,Voided Check.
Colorado Democratic Party,Political Party Committee,2,1/29/21 0:00,First Bank Of Denver,Denver,CO,80202,Bank Fees,Bank Fees
Colorado Dental Hygienists Pac,Political Committee,12,1/29/21 0:00,Jpmorgan Chase Bank,Columbus,OH,43218-2051,Bank Fees,
Colorado Ski Country Usa Pac,Political Committee,2.5,1/29/21 0:00,,,,,Bank Fees,Bank Service Charge
Colorado Wins Sdc,Small Donor Committee,12,1/29/21 0:00,,,,,Bank Fees,
Duran For Colorado Leadership Fund,Political Committee,2,1/29/21 0:00,First Bank,Denver,CO,80218,Bank Fees,
Fenberg Leadership Fund,Political Committee,9,1/29/21 0:00,,,,,Bank Fees,Bank Fee
Forever Young Pac,Political Committee,15,1/29/21 0:00,Chase Bank,Greeley,CO,80634,Bank Fees,Monthly Service Fee
Home Care Pac,Political Committee,3,1/29/21 0:00,Keybank,Cleveland,OH,44101,Bank Fees,
Leadership For Educational Equity - Colorado Pac,Political Committee,18,1/29/21 0:00,Amalgamated Bank,New York,NY,10001,Bank Fees,
One Colorado Pac,Political Committee,9.2,1/29/21 0:00,Bok Financial,Denver,CO,80217,Bank Fees,
One Colorado Small Donor Committee,Small Donor Committee,0.18,1/29/21 0:00,Bok Financial,Denver,CO,80217,Bank Fees,
Orale Fund,Political Committee,2,1/29/21 0:00,Firstbank,Denver,CO,80203,Bank Fees,Bank Fees
Snyder For Colorado Leadership Fund,Political Committee,400,1/29/21 0:00,Yolanda Avila For City Council,Colorado Springs,CO,80903,Contributions,
Snyder For Colorado Leadership Fund,Political Committee,400,1/29/21 0:00,Rickard Skorman For Council,Colorado Springs,CO,80906,Contributions,
The Coleman Leadership Fund,Political Committee,4,1/29/21 0:00,1St Bank,Denver,CO,80249,Bank Fees,
Western Liberty Pac,Political Committee,10,1/29/21 0:00,First Bank,Wheat Ridge,CO,80215,Bank Fees,Bank Fee
Colorado State Fraternal Order Of Police Small Donor Committee (Fop),Small Donor Committee,12,1/30/21 0:00,Chase Bank,Westminster,CO,80031,Bank Fees,
Uaw Region 8 Southwest States Pac (Colorado),Small Donor Committee,10,1/30/21 0:00,,,,,Bank Fees,
Architects Of Colorado Political Committee (Arcpac),Political Committee,2.5,1/31/21 0:00,Bank Of Denver,Denver,CO,80202,Bank Fees,
Architects Of Colorado Small Donor Committee,Small Donor Committee,2.5,1/31/21 0:00,Bank Of Denver,Denver,CO,80202,Bank Fees,
Colorado Credit Union Political Action Committee,Political Committee,30,1/31/21 0:00,Forte Payment Systems,Allen,TX,75013,Bank Fees,
Colorado Democratic Party,Political Party Committee,4,1/31/21 0:00,First Bank Of Denver,Denver,CO,80202,Bank Fees,Bank Fees
Colorado Democratic Party,Political Party Committee,2,1/31/21 0:00,First Bank Of Denver,Denver,CO,80202,Bank Fees,Bank Fees
Colorado Energy Education Pac (Ceepac),Political Committee,10,1/31/21 0:00,Umb Bank,Denver,CO,80222,Bank Fees,
Colorado Private School Association Political Committee (Cpsa),Political Committee,21.98,1/31/21 0:00,,,,,Bank Fees,
Foothills Republicans,Political Committee,17.85,1/31/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Fees
Foothills Republicans Small Donor Committee,Small Donor Committee,1.75,1/31/21 0:00,Paypal,San Jose,CA,95131,Bank Fees,Paypal Fees
Forever Young Pac,Political Committee,15,1/31/21 0:00,Chase Bank,Greeley,CO,80634,Bank Fees,Monthly Service Fee
Green Party Of Colorado,Political Party Committee,4.51,1/31/21 0:00,Paypal,Denver,CO,80203,Bank Fees,Paypal Fees January 2021
Griswold Leadership Pac,Political Committee,34.57,1/31/21 0:00,Actblue,Somerville,MA,2144,Fundraising Expenses,Credit Card Processing Fee
Hispanic Contractors Of Colorado Political Action Commmittee (Hcc Pac),Political Committee,50,1/31/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Late Filling Penalty
Libertarian Party Of Colorado (Lpco),Political Party Committee,18.36,1/31/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,January Transactions
Libertarian Party Of Colorado (Lpco),Political Party Committee,4.25,1/31/21 0:00,Paypal.Com,San Jose,CA,95131,Bank Fees,January Transactions
Naiop Colorado Pac,Political Committee,10,1/31/21 0:00,Firstbank Of Denver,Denver,CO,80202,Bank Fees,
Naiop Colorado Small Donor Committee,Small Donor Committee,10,1/31/21 0:00,1Stbank Of Denver,Denver,CO,80202,Bank Fees,
Pueblo County Teachers' Association Small Donor Committee (Pcta Sdc),Small Donor Committee,0.47,1/31/21 0:00,,,,,Bank Fees,
Realtor Candidate Political Action Committee (Rcpac) - Fka: Colorado Association Of Realtors Pac (Co,Political Committee,25,1/31/21 0:00,Firstbank,Fort Collins,CO,80525,Bank Fees,
Realtor Small Donor Committee (Rsdc),Small Donor Committee,25,1/31/21 0:00,Firstbank,Lakewood,CO,80215,Bank Fees,
Teamsters Local Union No. 455 Small Donor Fund,Small Donor Committee,2.5,1/31/21 0:00,The Bank Of Denver,Denver,CO,80218,Bank Fees,
The Presidential Coalition - Colorado,Small Donor Committee,30,1/31/21 0:00,Bank Of America,Wilmington,DE,19850,Bank Fees,Misc. Bank Fee
Zenpac,Political Committee,3,1/31/21 0:00,Sooper Credit Union,Arvada,CO,80003,Bank Fees,
Coana Pac (Colorado Association Of Nurse Anesthetists Political Action Committee),Political Committee,25,2/1/21 0:00,Bank Of The West,Denver,CO,80206,Bank Fees,Bank Fee
Coloradans For Western Values Leadership Pac,Political Committee,100,2/1/21 0:00,American Legislative Exchange Council,Washington,DC,20006,Other,Association Dues
Colorado Democratic Party,Political Party Committee,2.5,2/1/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Physicians For Mental Health,Political Committee,50,2/1/21 0:00,Lindsey For Colorado,Arvada,CO,80002,Contributions,
Colorado Republican Committee,Political Party Committee,2.5,2/1/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Colorado Republican Committee Political Action Committee,Political Committee,5.5,2/1/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Colorado Republican Committee Small Donor Committee,Small Donor Committee,2.5,2/1/21 0:00,Citiwide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Forever Young Pac,Political Committee,1000,2/1/21 0:00,Kylie  Gruppo,Denver,CO,80218,Consultant & Professional Services,
Leroy Garcia Leadership Fund,Political Committee,67.51,2/1/21 0:00,Sushi Garden,Pueblo,CO,81005,"Food, Beverages and Meals",Meeting
Terri Pac,Political Committee,10,2/1/21 0:00,,,,,Bank Fees,
Wine And Spirits Wholesalers Of Colorado Inc Pac,Political Committee,29.95,2/1/21 0:00,Bank Of America,Denver,CO,80206,Bank Fees,Monthly Fee For Business Advantage
Colorado Bankers Association State Pac,Political Committee,-2500,2/2/21 0:00,Values First Colorado,Golden,CO,80401,Returned Expenditure,Wrong Name Of Organization
Colorado Bankers Association State Pac,Political Committee,2500,2/2/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,Reissue Of Check # 2252
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,0.59,2/2/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,25.95,2/2/21 0:00,,,,,Bank Fees,
Griswold Leadership Pac,Political Committee,500,2/2/21 0:00,Celia  Stockwell,Boulder,CO,80304,Consultant & Professional Services,Fundraising Consulting
Libertarian Party Of Colorado (Lpco),Political Party Committee,90,2/2/21 0:00,Libertarian National Committee,Alexandria,VA,22314,Consultant & Professional Services,State Crm Plan Monthly Subscription
Majorities Matter!Pac,Political Committee,400,2/2/21 0:00,Colorado Senate Republican Caucus,Denver,CO,80202,Other,Dues
The Coleman Leadership Fund,Political Committee,1.03,2/2/21 0:00,Patreon Inc.,Pali Alto,CA,94306,Other,Subscription
Coana Pac (Colorado Association Of Nurse Anesthetists Political Action Committee),Political Committee,50,2/3/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Pac Filing Fee
Colorado Democratic Party,Political Party Committee,1.74,2/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,23.02,2/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,41.43,2/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Duran For Colorado Leadership Fund,Political Committee,29,2/3/21 0:00,Shoeboxed,Durham,NC,27701,Office Equipment & Supplies,
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,-400,2/3/21 0:00,Rachel For Colorado,Arvada,CO,80005,Returned Expenditure,Check Was Not Used/Cashed Buy The Committee
Investher,Political Committee,50,2/3/21 0:00,Squarespace Inc.,New York,NY,10014,Other,Website And Email Hosting And Maintenance
Nurses For Politcal Action In Colorado (N-Pac),Political Committee,10,2/3/21 0:00,Umb Bank,Denver,CO,80218,Bank Fees,
Susan Lontine Leadership Fund,Political Committee,2,2/3/21 0:00,1St Bank,Lakewood,CO,80215,Bank Fees,
Brianpac,Political Committee,425,2/4/21 0:00,Julie  Herrmann,Thornton,CO,80602,Consultant & Professional Services,
Colorado Republican Committee,Political Party Committee,1050,2/4/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Political Expenditure - Colorado Secretary Of State
Colorado Republican Committee,Political Party Committee,984,2/4/21 0:00,Telephone Town Hall Meeting Inc.,Golden,CO,80401,Telephone,Conference Call Expense - Telephone Town Hall
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,1.05,2/4/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,
Griswold Leadership Pac,Political Committee,350,2/4/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consulting
Jpmorgan Chase & Co. Pac,Political Committee,-200,2/4/21 0:00,Bacon For Colorado,Denver,CO,80239,Returned Expenditure,Voided 2020 General Contribution
Jpmorgan Chase & Co. Pac,Political Committee,-400,2/4/21 0:00,Catlin For Colorado,Montrose,CO,81403,Returned Expenditure,Voided 2020 General Contributions
Jpmorgan Chase & Co. Pac,Political Committee,-400,2/4/21 0:00,Committee To Elect Ron Hanks To Hd60,Redacted By Sos,CO,80000,Returned Expenditure,Voided 2020 General Contribution
Jpmorgan Chase & Co. Pac,Political Committee,-200,2/4/21 0:00,Dave Williams For Colorado,Colorado Springs,CO,80922,Returned Expenditure,Voided 2020 General Contribution
Jpmorgan Chase & Co. Pac,Political Committee,-200,2/4/21 0:00,Dylan Roberts For Colorado,Avon,CO,81620,Returned Expenditure,Voided 2020 General Contribution
Jpmorgan Chase & Co. Pac,Political Committee,-200,2/4/21 0:00,Elect Tim Geitner,Falcon,CO,80831,Returned Expenditure,Voided 2020 General Contribution
Jpmorgan Chase & Co. Pac,Political Committee,-200,2/4/21 0:00,Faith For Sd 24,Westminster,CO,80031,Returned Expenditure,Voided 2020 General Contribution
Jpmorgan Chase & Co. Pac,Political Committee,-400,2/4/21 0:00,Fenberg For Senate,Boulder,CO,80302,Returned Expenditure,Voided 2020 General Contribution
