District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 02,"Woodrow, Steven",0.99,12/5/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
House District 02,"Woodrow, Steven",19.99,12/13/21 0:00,Linkedphone Llc,New York,NY,10019,Telephone,
House District 02,"Woodrow, Steven",80.98,12/19/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
House District 02,"Woodrow, Steven",32.48,12/20/21 0:00,The Rocket Science Group Llc,Atlanta,GA,30308,Office Equipment & Supplies,Mailchimp
House District 02,"Woodrow, Steven",134.3,12/26/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
House District 02,"Woodrow, Steven",21.26,12/27/21 0:00,Amalgamated Bank,New York,NY,10011,Bank Fees,
House District 02,"Woodrow, Steven",16.3,12/27/21 0:00,"Zoom Video Communications, Inc.",San Jose,CA,95113,Office Equipment & Supplies,
House District 02,"Woodrow, Steven",75.74,12/31/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
House District 02,"Wheeler, Stephanie",27.04,4/8/22 0:00,Staples,Colorado Springs,CO,80922,Advertising,Business Cards
House District 02,"Wheeler, Stephanie",44.2,4/18/22 0:00,Fiverr Inc,Tel Aviv,IS,6473409,Advertising,Campaign Logo
House District 03,"Froelich, Meg",100,2/19/21 0:00,Zeke  Clark,Denver,CO,80206,Consultant & Professional Services,Computer Services
House District 03,"Froelich, Meg",1600,2/19/21 0:00,Brightstar Strategies,Grand Junction,CO,81057,Consultant & Professional Services,Strategy Services
House District 03,"Froelich, Meg",28.21,4/12/21 0:00,Einstein'S Bagels,Englewood,CO,80110,"Food, Beverages and Meals",Food For Vaccination Site
House District 03,"Froelich, Meg",154.01,4/12/21 0:00,Costco,Sheridan,CO,80110,"Food, Beverages and Meals",Food For Vaccination Site
House District 03,"Froelich, Meg",1500,4/15/21 0:00,Walter  Klapper,Greenwood Village,CO,80111,Consultant & Professional Services,Data Management
House District 03,"Froelich, Meg",29.93,4/19/21 0:00,Mailchimp,Atlanta,GA,30308,Miscellaneous,Email
House District 03,"Froelich, Meg",1500,4/29/21 0:00,Walter  Klapper,Greenwood Village,CO,80111,Consultant & Professional Services,Data Management
House District 03,"Froelich, Meg",300,5/10/21 0:00,Corinne  O'Doherty,Greenwood Village,CO,80111,Employee Services,Extra Hours
House District 03,"Froelich, Meg",29.23,5/18/21 0:00,Mailchimp,Atlanta,GA,30308,Miscellaneous,Email
House District 03,"Froelich, Meg",750,6/2/21 0:00,Ngpvan,Somerville,MA,2144,Miscellaneous,Data
House District 03,"Froelich, Meg",474.08,6/10/21 0:00,Hdpcf,Denver,CO,80203,Other,Replace Tents Damaged At Vaccine Site
House District 03,"Froelich, Meg",299,6/12/21 0:00,Dick'S Sporting Goods,Littleton,CO,80124,Miscellaneous,Tents To Replace Damaged Tents
House District 03,"Froelich, Meg",750,6/20/21 0:00,Ngpvan,Somerville,MA,2144,Miscellaneous,Data
House District 03,"Froelich, Meg",33.29,6/23/21 0:00,Corinne  O'Doherty,Greenwood Village,CO,80111,"Food, Beverages and Meals",Reimburse For Food
House District 03,"Froelich, Meg",6497,7/21/21 0:00,Superior Blue,Woodbridge,VA,22192,Other,Mailing Fees
House District 03,"Froelich, Meg",367,8/12/21 0:00,Walter  Kappler,Greenwood Village,CO,80111,Consultant & Professional Services,Data Management
House District 03,"Froelich, Meg",300,8/21/21 0:00,Aimee  Resnick,Centennial,CO,80112,Consultant & Professional Services,
House District 03,"Froelich, Meg",300,8/23/21 0:00,Meredith  Phillips,Aurora,CO,80015,Consultant & Professional Services,
House District 03,"Froelich, Meg",216,9/11/21 0:00,Employee Preferred Insurance,San Diego,CA,92123,Employee Services,
House District 03,"Froelich, Meg",156,1/12/21 0:00,Wix.Com,New York,NY,10014,Advertising,Website
House District 03,"Froelich, Meg",130,1/19/21 0:00,Usps,Englewood,CO,80110,Other,Post Office Box
House District 03,"Froelich, Meg",2.23,1/19/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,Email
House District 03,"Froelich, Meg",29.23,2/18/21 0:00,Mailchimp,Atlanta,GA,30308,Advertising,Email
House District 03,"Froelich, Meg",750,3/2/21 0:00,Ngpvan,Somerville,MA,2144,Miscellaneous,Data
House District 03,"Froelich, Meg",29.23,3/18/21 0:00,Mailchimp,Atlanta,GA,30308,Miscellaneous,Email
House District 03,"Froelich, Meg",250,4/4/22 0:00,Colorado Democratic Party,Denver,CO,80203,Fundraising Expenses,Voter File Access
House District 03,"Froelich, Meg",12294,4/12/22 0:00,Superior Blue,Woodbridge,VA,22192,Consultant & Professional Services,
House District 03,"Froelich, Meg",100,4/22/22 0:00,Suie  Tanner,Englewood,CO,80113,"Food, Beverages and Meals",Catering Event
House District 03,"Froelich, Meg",88.51,4/27/22 0:00,Actblue,Somerville,MA,2411,Fundraising Expenses,Fee For Fundraising Website.
House District 03,"Froelich, Meg",4446.92,10/1/21 0:00,Trublu Politics,Ellicott City,MD,21042,Advertising,Mailers
House District 03,"Froelich, Meg",865.87,10/15/21 0:00,Trublu Politics,Ellicott City,MD,21042,Advertising,Mailers
House District 03,"Froelich, Meg",300,11/18/21 0:00,Aimee  Resnick,Centennial,CO,80112,Employee Services,
House District 03,"Froelich, Meg",2000,12/9/20 0:00,Hdpcf,Denver,CO,80203,Contributions,Dues To Hdpcf
House District 03,"Froelich, Meg",2000,12/12/21 0:00,Hdpcf,Denver,CO,80203,Contributions,
House District 03,"Froelich, Meg",750,12/15/20 0:00,Ngpvan,Somerville,MA,2144,Miscellaneous,Data
House District 03,"Froelich, Meg",29.09,12/21/20 0:00,Mailchimp,Atlanta,GA,30308,Advertising,Email Service
House District 03,"Froelich, Meg",223.42,12/31/21 0:00,Act Blue,Somerville,MA,2144,Bank Fees,Act Blue Fees
House District 03,"Fernandez, Marla",,,,,,,,
House District 04,"Gonzales-Gutierrez, Serena",73.36,1/4/21 0:00,Microsoft,Redmond,WA,98052,Office Equipment & Supplies,
House District 04,"Gonzales-Gutierrez, Serena",6,1/4/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",163.11,1/12/21 0:00,Zoom,San Jose,CA,95113,Rent & Utilities,
House District 04,"Gonzales-Gutierrez, Serena",9.5,1/27/21 0:00,Efile,Lakewood,CO,80214,Other,Efiling A Form
House District 04,"Gonzales-Gutierrez, Serena",35.78,1/28/21 0:00,King Soopers,Lakewood,CO,80226,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",9.96,1/28/21 0:00,Sams Club,Littleton,CO,80123,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",156.78,1/28/21 0:00,Amazon,Seattle,WA,98109,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",58.72,1/29/21 0:00,Costco,Arvada,CO,80002,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",218.36,2/1/21 0:00,Santiagos Mexican,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",25.14,2/1/21 0:00,Sams Club,Littleton,CO,80123,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,2/1/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",12.8,3/1/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",168.22,3/1/21 0:00,Santiagos Mexican,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",14.54,3/1/21 0:00,Safeway,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,3/2/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",13.75,3/8/21 0:00,Great Wall Chinese,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",10.91,3/11/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",3.65,3/11/21 0:00,Capitol Market,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6.64,3/24/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",28.45,3/27/21 0:00,Actblue Technical Services,Cambridge,MA,2238,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",24.55,4/1/21 0:00,La Casita,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",12.59,4/12/21 0:00,Shish Kabob Grill,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6.64,4/12/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",10.66,4/14/21 0:00,32 Market,River Falls,WI,54022,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",21.2,4/15/21 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",12.16,4/19/21 0:00,Safeway,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6.64,4/19/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",19.15,4/20/21 0:00,Modern Market,Denver,CO,80202,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6.64,4/21/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",11.23,4/23/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",13.49,4/27/21 0:00,The Molecule Effect,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",17.46,4/29/21 0:00,Moe'S Bagels,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",174.23,4/29/21 0:00,Modern Market,Denver,CO,80202,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",13.85,4/30/21 0:00,Shish Kabob Grill,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",13.49,4/30/21 0:00,The Molecule Effect,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",16.25,5/5/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",7.26,5/7/21 0:00,The Molecule Effect,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",4,5/7/21 0:00,Hai Hais,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",15,5/13/21 0:00,La Casita,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",35.44,5/14/21 0:00,City O City,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6.1,5/18/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",26.07,5/20/21 0:00,The Molecule Effect,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6.1,5/20/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",21.6,5/24/21 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",4.25,5/24/21 0:00,32 Market,River Falls,WI,54022,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",18.93,5/26/21 0:00,La Casita,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",14.23,5/26/21 0:00,Burger King,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",1.25,5/27/21 0:00,32 Market,River Falls,WI,54022,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",14.42,5/27/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",18,6/1/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",55.32,6/1/21 0:00,El Noa Noa,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",15.39,6/4/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6.86,6/7/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",67.73,6/7/21 0:00,Burgerfi,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",43.01,6/9/21 0:00,La Casita,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",19.3,6/9/21 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",13.66,6/17/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",45.72,6/25/21 0:00,Panera Bread,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",10.48,6/25/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",0.4,6/27/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",49.63,6/28/21 0:00,Safeway,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",5.89,6/30/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",132.38,7/1/21 0:00,Cultura Craft,Denver,CO,80219,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,7/1/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",83.34,7/6/21 0:00,Taqueria Patzcuaro,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",66.85,7/6/21 0:00,The Universal,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",12.99,7/7/21 0:00,Winchell'S,Denver,CO,80221,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",100,7/14/21 0:00,Denver Democratic Central Committee,Denver,CO,80209,Advertising,
House District 04,"Gonzales-Gutierrez, Serena",6,8/3/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",5.88,8/13/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",0.4,8/13/21 0:00,Actblue,Somerville,MA,2144,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",6.1,8/23/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,9/1/21 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",6.25,9/15/21 0:00,Metropolis Coffee,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",7.24,9/15/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",12.21,9/17/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",201,9/20/21 0:00,Usps,Denver,CO,80212,Fundraising Expenses,
House District 04,"Gonzales-Gutierrez, Serena",12.26,9/24/21 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,12/1/20 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",50,12/2/20 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Filing Late Fee
House District 04,"Gonzales-Gutierrez, Serena",4000,12/7/20 0:00,Chela  Garcia Irlando,Denver,CO,80219,Employee Services,
House District 04,"Gonzales-Gutierrez, Serena",2000,12/7/20 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Party Fee
House District 04,"Gonzales-Gutierrez, Serena",2040.82,12/8/20 0:00,Colorado Gives Day,Arvada,CO,80003,Contributions,Contribution Gifts To Various Nonporfit Organizations
House District 04,"Gonzales-Gutierrez, Serena",28.5,12/17/20 0:00,La Casita,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",73.36,1/3/22 0:00,Microsoft,Redmond,WA,98052,Office Equipment & Supplies,
House District 04,"Gonzales-Gutierrez, Serena",6,1/3/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",10.37,1/5/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",33.54,1/6/22 0:00,Modern Market,Denver,CO,80202,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",163.11,1/12/22 0:00,Zoom,San Jose,CA,95113,Office Equipment & Supplies,
House District 04,"Gonzales-Gutierrez, Serena",13.7,1/21/22 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,2/1/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",12.91,2/3/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",1020.41,2/7/22 0:00,Cllaro,Denver,CO,80217,Contributions,Non Profit Contribution
House District 04,"Gonzales-Gutierrez, Serena",154.94,2/7/22 0:00,Colorado Democratic Latino Caucus,Denver,CO,80222,Contributions,Non Profit
House District 04,"Gonzales-Gutierrez, Serena",24.91,2/15/22 0:00,Modern Market,Denver,CO,80202,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,3/2/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",15,3/3/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",8.86,3/8/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",15.49,3/16/22 0:00,Great Wall Chinese,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",39.77,3/17/22 0:00,City Of Make Believe Bakery,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",48.5,3/18/22 0:00,El Noa Noa,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",78.34,3/21/22 0:00,Fedex,Denver,CO,80202,Other,Printing
House District 04,"Gonzales-Gutierrez, Serena",11,3/24/22 0:00,Rosales Bakery,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",13.99,3/24/22 0:00,On And Off,Denver,CO,80211,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",8.32,3/24/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",9.29,3/30/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",75.18,3/31/22 0:00,Actblue Technical Services,Lafayette,CO,80026,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",6,4/1/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",34.08,4/11/22 0:00,Steubens,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",61.43,4/11/22 0:00,City Of Make Believe Bakery,Denver,CO,80203,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",14.96,4/14/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",12.69,4/20/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
House District 04,"Gonzales-Gutierrez, Serena",6,5/3/22 0:00,First Bank,Denver,CO,80211,Bank Fees,
House District 04,"Gonzales-Gutierrez, Serena",6.64,5/9/22 0:00,Starbucks,Denver,CO,80204,"Food, Beverages and Meals",
